ID;KD_PROV;KD_KAB;KD_KEC;KD_DESA;NAMA;STATUS_ADM
3198;33;09;07;;TERAS;KECA
3199;33;09;08;;SAWIT;KECA
3200;33;09;09;;BANYUDONO;KECA
3201;33;09;10;;SAMBI;KECA
3202;33;09;11;;NGEMPLAK;KECA
3203;33;09;12;;NOGOSARI;KECA
3204;33;09;13;;SIMO;KECA
3205;33;09;14;;KARANGGEDE;KECA
3206;33;09;15;;KLEGO;KECA
3207;33;09;16;;ANDONG;KECA
3208;33;09;17;;KEMUSU;KECA
3209;33;09;18;;WONOSEGORO;KECA
3210;33;09;19;;JUWANGI;KECA
3211;33;10;01;;PRAMBANAN;KECA
3212;33;10;02;;GANTIWARNO;KECA
3213;33;10;03;;WEDI;KECA
3214;33;10;04;;BAYAT;KECA
3215;33;10;05;;CAWAS;KECA
3216;33;10;06;;TRUCUK;KECA
3217;33;10;07;;KEBONARUM;KECA
3218;33;10;08;;JOGONALAN;KECA
3219;33;10;09;;MANISRENGGO;KECA
3220;33;10;10;;KARANGNONGKO;KECA
3221;33;10;11;;CEPER;KECA
3222;33;10;12;;PEDAN;KECA
3223;33;10;13;;KARANGDOWO;KECA
3224;33;10;14;;JUWIRING;KECA
3225;33;10;15;;WONOSARI;KECA
3226;33;10;16;;DELANGGU;KECA
3227;33;10;17;;POLANHARJO;KECA
3228;33;10;18;;KARANGANOM;KECA
3229;33;10;19;;TULUNG;KECA
3230;33;10;20;;JATINOM;KECA
3231;33;10;21;;KEMALANG;KECA
3232;33;10;22;;NGAWEN;KECA
3233;33;10;23;;KALIKOTES;KECA
3234;33;10;24;;KLATEN UTARA;KECA
3235;33;10;25;;KLATEN TENGAH;KECA
3236;33;11;02;;BULU;KECA
3237;33;11;03;;TAWANGSARI;KECA
3238;33;11;05;;NGUTER;KECA
3239;33;11;06;;BENDOSARI;KECA
3240;33;11;07;;POLOKARTO;KECA
3241;33;11;08;;MOJOLABAN;KECA
3242;33;11;09;;GROGOL;KECA
3243;33;11;10;;BAKI;KECA
3244;33;11;11;;GATAK;KECA
3245;33;11;12;;KARTASURA;KECA
3246;33;12;01;;PRACIMANTORO;KECA
3247;33;12;02;;GIRITONTRO;KECA
3248;33;12;03;;GIRIWOYO;KECA
3249;33;12;04;;BATUWARNO;KECA
3250;33;12;05;;TIRTOMOYO;KECA
3251;33;12;06;;NGUNTORONADI;KECA
3252;33;12;07;;BATURETNO;KECA
3253;33;12;08;;EROMOKO;KECA
3254;33;12;09;;WURYANTORO;KECA
3255;33;12;10;;MANYARAN;KECA
3256;33;12;11;;SELOGIRI;KECA
3257;33;12;12;;WONOGIRI;KECA
3258;33;12;13;;NGADIROJO;KECA
3259;33;12;14;;SIDOHARJO;KECA
3260;33;12;15;;JATIROTO;KECA
3261;33;12;16;;KISMANTORO;KECA
3262;33;12;17;;PURWANTORO;KECA
3263;33;12;18;;BULUKERTO;KECA
3264;33;12;19;;SLOGOHIMO;KECA
3265;33;12;20;;JATISRONO;KECA
3266;33;12;21;;JATIPURNO;KECA
3267;33;12;22;;GIRIMARTO;KECA
3268;33;12;24;;PARANGGUPITO;KECA
3269;33;12;25;;PUHPELEM;KECA
3270;33;13;01;;JATIPURO;KECA
3271;33;13;02;;JATIYOSO;KECA
3272;33;13;03;;JUMAPOLO;KECA
3273;33;13;04;;JUMANTONO;KECA
3274;33;13;05;;MATESIH;KECA
3275;33;13;06;;TAWANGMANGU;KECA
3276;33;13;07;;NGARGOYOSO;KECA
3277;33;13;08;;KARANGPANDAN;KECA
3278;33;13;10;;TASIKMADU;KECA
3279;33;13;11;;JATEN;KECA
3280;33;13;12;;COLOMADU;KECA
3281;33;13;13;;GONDANGREJO;KECA
3282;33;13;14;;KEBAKKRAMAT;KECA
3283;33;13;15;;MOJOGEDANG;KECA
3284;33;13;16;;KERJO;KECA
3285;33;13;17;;JENAWI;KECA
3286;33;14;01;;KALIJAMBE;KECA
3287;33;14;02;;PLUPUH;KECA
3288;33;14;03;;MASARAN;KECA
3289;33;14;05;;SAMBIREJO;KECA
3290;33;14;06;;GONDANG;KECA
3291;33;14;07;;SAMBUNGMACAN;KECA
3292;33;14;08;;NGRAMPAL;KECA
3293;33;14;09;;KARANGMALANG;KECA
3294;33;14;10;;SRAGEN;KECA
3295;33;14;12;;TANON;KECA
3296;33;14;13;;GEMOLONG;KECA
3297;33;14;14;;MIRI;KECA
3298;33;14;15;;SUMBERLAWANG;KECA
3299;33;14;16;;MONDOKAN;KECA
3300;33;14;17;;SUKODONO;KECA
3301;33;14;18;;GESI;KECA
3302;33;14;19;;TANGEN;KECA
3303;33;14;20;;JENAR;KECA
3304;33;15;01;;KEDUNGJATI;KECA
3305;33;15;02;;KARANGRAYUNG;KECA
3306;33;15;03;;PENAWANGAN;KECA
3307;33;15;04;;TOROH;KECA
3308;33;15;05;;GEYER;KECA
3309;33;15;06;;PULOKULON;KECA
3310;33;15;07;;KRADENAN;KECA
3311;33;15;08;;GABUS;KECA
3312;33;15;09;;NGARINGAN;KECA
3313;33;15;10;;WIROSARI;KECA
3314;33;15;11;;TAWANGHARJO;KECA
3315;33;15;12;;GROBOGAN;KECA
3316;33;15;14;;BRATI;KECA
3317;33;15;15;;KLAMBU;KECA
3318;33;15;16;;GODONG;KECA
3319;33;15;17;;GUBUG;KECA
3320;33;15;18;;TEGOWANU;KECA
3321;33;15;19;;TANGGUNGHARJO;KECA
3322;33;16;01;;JATI;KECA
3323;33;16;02;;RANDUBLATUNG;KECA
3324;33;16;04;;KEDUNGTUBAN;KECA
3325;33;16;05;;CEPU;KECA
3326;33;16;06;;SAMBONG;KECA
3327;33;16;07;;JIKEN;KECA
3328;33;16;08;;JEPON;KECA
3329;33;16;09;;BLORA;KECA
3330;33;16;10;;TUNJUNGAN;KECA
3331;33;16;11;;BANJAREJO;KECA
3332;33;16;13;;KUNDURAN;KECA
3333;33;16;14;;TODANAN;KECA
3334;33;16;15;;BOGOREJO;KECA
3335;33;16;16;;JAPAH;KECA
3336;33;17;03;;GUNEM;KECA
3337;33;17;04;;SALE;KECA
3338;33;17;05;;SARANG;KECA
3339;33;17;06;;SEDAN;KECA
3340;33;17;07;;PAMOTAN;KECA
3341;33;17;08;;SULANG;KECA
3342;33;17;09;;KALIORI;KECA
3343;33;17;11;;PANCUR;KECA
3344;33;17;12;;KRAGAN;KECA
3345;33;17;13;;SLUKE;KECA
3346;33;17;14;;LASEM;KECA
3347;33;18;01;;SUKOLILO;KECA
3348;33;18;02;;KAYEN;KECA
3349;33;18;03;;TAMBAKROMO;KECA
3350;33;18;04;;WINONG;KECA
3351;33;18;05;;PUCAKWANGI;KECA
3352;33;18;06;;JAKEN;KECA
3353;33;18;07;;BATANGAN;KECA
3354;33;18;08;;JUWANA;KECA
3355;33;18;09;;JAKENAN;KECA
3356;33;18;10;;PATI;KECA
3357;33;18;12;;MARGOREJO;KECA
3358;33;18;13;;GEMBONG;KECA
3359;33;18;14;;TLOGOWUNGU;KECA
3360;33;18;15;;WEDARIJAKSA;KECA
3361;33;18;16;;MARGOYOSO;KECA
3362;33;18;17;;GUNUNGWUNGKAL;KECA
3363;33;18;18;;CLUWAK;KECA
3364;33;18;19;;TAYU;KECA
3365;33;18;20;;DUKUHSETI;KECA
3366;33;18;21;;TRANGKIL;KECA
3367;33;19;01;;KALIWUNGU;KECA
3368;33;19;02;;KOTA KUDUS;KECA
3369;33;19;04;;UNDAAN;KECA
3370;33;19;05;;MEJOBO;KECA
3371;33;19;06;;JEKULO;KECA
3372;33;19;07;;BAE;KECA
3373;33;19;08;;GEBOG;KECA
3374;33;19;09;;DAWE;KECA
3375;33;20;01;;KEDUNG;KECA
3376;33;20;02;;PECANGAAN;KECA
3377;33;20;03;;WELAHAN;KECA
3378;33;20;04;;MAYONG;KECA
3379;33;20;05;;BATEALIT;KECA
3380;33;20;06;;JEPARA;KECA
3381;33;20;07;;MLONGGO;KECA
3382;33;20;08;;BANGSRI;KECA
3383;33;20;09;;KELING;KECA
3384;33;20;10;;KARIMUN JAWA;KECA
3385;33;20;11;;TAHUNAN;KECA
3386;33;20;12;;NALUMSARI;KECA
3387;33;20;13;;KALINYAMATAN;KECA
3388;33;20;14;;KEMBANG;KECA
3389;33;20;15;;PAKIS AJI;KECA
3390;33;20;16;;DONOROJO;KECA
3391;33;21;01;;MRANGGEN;KECA
3392;33;21;02;;KARANGAWEN;KECA
3393;33;21;03;;GUNTUR;KECA
3394;33;21;04;;SAYUNG;KECA
3395;33;21;06;;WONOSALAM;KECA
3396;33;21;07;;DEMPET;KECA
3397;33;21;08;;GAJAH;KECA
3398;33;21;10;;MIJEN;KECA
3399;33;21;11;;DEMAK;KECA
3400;33;21;12;;BONANG;KECA
3401;33;21;13;;WEDUNG;KECA
3402;33;21;14;;KEBONAGUNG;KECA
3403;33;22;01;;GETASAN;KECA
3404;33;22;02;;TENGARAN;KECA
3405;33;22;04;;SURUH;KECA
3406;33;22;05;;PABELAN;KECA
3407;33;22;06;;TUNTANG;KECA
3408;33;22;07;;BANYUBIRU;KECA
3409;33;22;08;;JAMBU;KECA
3410;33;22;09;;SUMOWONO;KECA
3411;33;22;11;;BAWEN;KECA
3412;33;22;12;;BRINGIN;KECA
3413;33;22;13;;BERGAS;KECA
3414;33;22;15;;PRINGAPUS;KECA
3415;33;22;16;;BANCAK;KECA
3416;33;22;18;;UNGARAN BARAT;KECA
3417;33;22;19;;UNGARAN TIMUR;KECA
3418;33;22;20;;BANDUNGAN;KECA
3419;33;23;02;;TEMBARAK;KECA
3420;33;23;03;;TEMANGGUNG;KECA
3421;33;23;04;;PRINGSURAT;KECA
3422;33;23;05;;KALORAN;KECA
3423;33;23;06;;KANDANGAN;KECA
3424;33;23;07;;KEDU;KECA
3425;33;23;08;;PARAKAN;KECA
3426;33;23;09;;NGADIREJO;KECA
3427;33;23;10;;JUMO;KECA
3428;33;23;11;;TRETEP;KECA
3429;33;23;12;;CANDIROTO;KECA
3430;33;23;13;;KRANGGAN;KECA
3431;33;23;14;;TLOGOMULYO;KECA
3432;33;23;15;;SELOPAMPANG;KECA
3433;33;23;16;;BANSARI;KECA
3434;33;23;17;;KLEDUNG;KECA
3435;33;23;18;;BEJEN;KECA
3436;33;23;19;;WONOBOYO;KECA
3437;33;23;20;;GEMAWANG;KECA
3438;33;24;01;;PLANTUNGAN;KECA
3439;33;24;02;;PAGERUYUNG;KECA
3440;33;24;03;;SUKOREJO;KECA
3441;33;24;04;;PATEAN;KECA
3442;33;24;05;;SINGOROJO;KECA
3443;33;24;06;;LIMBANGAN;KECA
3444;33;24;07;;BOJA;KECA
3445;33;24;09;;BRANGSONG;KECA
3446;33;24;10;;PEGANDON;KECA
3447;33;24;11;;GEMUH;KECA
3448;33;24;12;;WELERI;KECA
3449;33;24;13;;CEPIRING;KECA
3450;33;24;14;;PATEBON;KECA
3451;33;24;15;;KENDAL;KECA
3452;33;24;16;;ROWOSARI;KECA
3453;33;24;17;;KANGKUNG;KECA
3454;33;24;18;;RINGINARUM;KECA
3455;33;24;19;;NGAMPEL;KECA
3456;33;24;20;;KALIWUNGU SELATAN;KECA
3457;33;25;01;;WONOTUNGGAL;KECA
3458;33;25;03;;BLADO;KECA
3459;33;25;04;;REBAN;KECA
3460;33;25;06;;TERSONO;KECA
3461;33;25;07;;GRINGSING;KECA
3462;33;25;08;;LIMPUNG;KECA
3463;33;25;09;;SUBAH;KECA
3464;33;25;10;;TULIS;KECA
3465;33;25;11;;BATANG;KECA
3466;33;25;12;;WARUNGASEM;KECA
3467;33;25;13;;KANDEMAN;KECA
3468;33;25;14;;PECALUNGAN;KECA
3469;33;25;15;;BANYUPUTIH;KECA
3470;33;26;01;;KANDANGSERANG;KECA
3471;33;26;02;;PANINGGARAN;KECA
3472;33;26;03;;LEBAKBARANG;KECA
3473;33;26;04;;PETUNGKRIYONO;KECA
3474;33;26;06;;DORO;KECA
3475;33;26;08;;KAJEN;KECA
3476;33;26;09;;KESESI;KECA
3477;33;26;12;;WONOPRINGGO;KECA
3478;33;26;13;;KEDUNGWUNI;KECA
3479;33;26;14;;BUARAN;KECA
3480;33;26;15;;TIRTO;KECA
3481;33;26;16;;WIRADESA;KECA
3482;33;26;17;;SIWALAN;KECA
3483;33;26;18;;KARANGDADAP;KECA
3484;33;26;19;;WONOKERTO;KECA
3485;33;27;01;;MOGA;KECA
3486;33;27;02;;PULOSARI;KECA
3487;33;27;03;;BELIK;KECA
3488;33;27;04;;WATUKUMPUL;KECA
3489;33;27;05;;BODEH;KECA
3490;33;27;06;;BANTARBOLANG;KECA
3491;33;27;07;;RANDUDONGKAL;KECA
3492;33;27;08;;PEMALANG;KECA
3493;33;27;09;;TAMAN;KECA
3494;33;27;10;;PETARUKAN;KECA
3495;33;27;11;;AMPELGADING;KECA
3496;33;27;12;;COMAL;KECA
3497;33;27;13;;ULUJAMI;KECA
3498;33;27;14;;WARUNGPRING;KECA
3499;33;28;01;;MARGASARI;KECA
3500;33;28;02;;BUMIJAWA;KECA
3501;33;28;04;;BALAPULANG;KECA
3502;33;28;05;;PAGERBARANG;KECA
3503;33;28;06;;LEBAKSIU;KECA
3504;33;28;09;;PANGKAH;KECA
3505;33;28;10;;SLAWI;KECA
3506;33;28;11;;ADIWERNA;KECA
3507;33;28;12;;TALANG;KECA
3508;33;28;13;;DUKUHTURI;KECA
3509;33;28;14;;TARUB;KECA
3510;33;28;15;;KRAMAT;KECA
3511;33;28;16;;SURADADI;KECA
3512;33;28;17;;WARUREJA;KECA
3513;33;28;18;;DUKUHWARU;KECA
3514;33;29;01;;SALEM;KECA
3515;33;29;02;;BANTARKAWUNG;KECA
3516;33;29;03;;BUMIAYU;KECA
3517;33;29;04;;PAGUYANGAN;KECA
3518;33;29;05;;SIRAMPOG;KECA
3519;33;29;06;;TONJONG;KECA
3520;33;29;08;;WANASARI;KECA
3521;33;29;09;;BREBES;KECA
3522;33;29;10;;SONGGOM;KECA
3523;33;29;11;;KERSANA;KECA
3524;33;29;13;;TANJUNG;KECA
3525;33;29;14;;BULAKAMBA;KECA
3526;33;29;15;;LARANGAN;KECA
3527;33;29;16;;KETANGGUNGAN;KECA
3528;33;29;17;;BANJARHARJO;KECA
3529;33;71;01;;MAGELANG SELATAN;KECA
3530;33;71;02;;MAGELANG UTARA;KECA
3531;33;71;03;;MAGELANG TENGAH;KECA
3532;33;72;01;;LAWEYAN;KECA
3533;33;72;02;;SERENGAN;KECA
3534;33;72;03;;PASAR KLIWON;KECA
3535;33;72;04;;JEBRES;KECA
3536;33;73;01;;SIDOREJO;KECA
3537;33;73;02;;TINGKIR;KECA
3538;33;73;03;;ARGOMULYO;KECA
3539;33;73;04;;SIDOMUKTI;KECA
3540;33;74;01;;SEMARANG TENGAH;KECA
3541;33;74;02;;SEMARANG UTARA;KECA
3542;33;74;03;;SEMARANG TIMUR;KECA
3543;33;74;04;;GAYAMSARI;KECA
3544;33;74;05;;GENUK;KECA
3545;33;74;06;;PEDURUNGAN;KECA
3546;33;74;07;;SEMARANG SELATAN;KECA
3547;33;74;08;;CANDISARI;KECA
3548;33;74;09;;GAJAHMUNGKUR;KECA
3549;33;74;10;;TEMBALANG;KECA
3550;33;74;11;;BANYUMANIK;KECA
3551;33;74;12;;GUNUNGPATI;KECA
3552;33;74;13;;SEMARANG BARAT;KECA
3553;33;74;15;;NGALIYAN;KECA
3554;33;74;16;;TUGU;KECA
3555;33;75;01;;PEKALONGAN BARAT;KECA
3556;33;75;02;;PEKALONGAN  TIMUR;KECA
3557;33;75;03;;PEKALONGAN UTARA;KECA
3558;33;75;04;;PEKALONGAN  SELATAN;KECA
3559;33;76;01;;TEGAL BARAT;KECA
3560;33;76;02;;TEGAL TIMUR;KECA
3561;33;76;03;;TEGAL SELATAN;KECA
3562;33;76;04;;MARGADANA;KECA
3563;34;01;01;;TEMON;KECA
3564;34;01;02;;WATES;KECA
3565;34;01;03;;PANJATAN;KECA
3566;34;01;04;;GALUR;KECA
3567;34;01;05;;LENDAH;KECA
3568;34;01;06;;SENTOLO;KECA
3569;34;01;07;;PENGASIH;KECA
3570;34;01;08;;KOKAP;KECA
3571;34;01;09;;GIRIMULYO;KECA
3572;34;01;10;;NANGGULAN;KECA
3573;34;01;11;;SAMIGALUH;KECA
3574;34;02;01;;SRANDAKAN;KECA
3575;34;02;02;;SANDEN;KECA
3576;34;02;03;;KRETEK;KECA
3577;34;02;04;;PUNDONG;KECA
3578;34;02;05;;BAMBANGLIPURO;KECA
3579;34;02;06;;PANDAK;KECA
3580;34;02;07;;PAJANGAN;KECA
3581;34;02;08;;BANTUL;KECA
3582;34;02;09;;JETIS;KECA
3583;34;02;10;;IMOGIRI;KECA
3584;34;02;11;;DLINGO;KECA
3585;34;02;12;;BANGUNTAPAN;KECA
3586;34;02;13;;PLERET;KECA
3587;34;02;14;;PIYUNGAN;KECA
3588;34;02;15;;SEWON;KECA
3589;34;02;16;;KASIHAN;KECA
3590;34;02;17;;SEDAYU;KECA
3591;34;03;02;;NGLIPAR;KECA
3592;34;03;03;;PLAYEN;KECA
3593;34;03;04;;PATUK;KECA
3594;34;03;05;;PALIYAN;KECA
3595;34;03;06;;PANGGANG;KECA
3596;34;03;07;;TEPUS;KECA
3597;34;03;08;;SEMANU;KECA
3598;34;03;09;;KARANGMOJO;KECA
3599;34;03;10;;PONJONG;KECA
3600;34;03;11;;RONGKOP;KECA
3601;34;03;12;;SEMIN;KECA
3602;34;03;14;;GEDANGSARI;KECA
3603;34;03;15;;SAPTOSARI;KECA
3604;34;03;16;;GIRISUBO;KECA
3605;34;03;18;;PURWOSARI;KECA
3606;34;04;01;;GAMPING;KECA
3607;34;04;02;;GODEAN;KECA
3608;34;04;03;;MOYUDAN;KECA
3609;34;04;04;;MINGGIR;KECA
3610;34;04;05;;SEYEGAN;KECA
3611;34;04;06;;MLATI;KECA
3612;34;04;08;;BERBAH;KECA
3613;34;04;10;;KALASAN;KECA
3614;34;04;12;;NGAGLIK;KECA
3615;34;04;13;;SLEMAN;KECA
3616;34;04;14;;TEMPEL;KECA
3617;34;04;15;;TURI;KECA
3618;34;04;16;;PAKEM;KECA
3619;34;04;17;;CANGKRINGAN;KECA
3620;34;71;03;;GONDOKUSUMAN;KECA
3621;34;71;04;;DANUREJAN;KECA
3622;34;71;05;;GEDONGTENGEN;KECA
3623;34;71;06;;NGAMPILAN;KECA
3624;34;71;07;;WIROBRAJAN;KECA
3625;34;71;08;;MANTRIJERON;KECA
3626;34;71;09;;KRATON;KECA
3627;34;71;10;;GONDOMANAN;KECA
3628;34;71;11;;PAKUALAMAN;KECA
3629;34;71;12;;MERGANGSAN;KECA
3630;34;71;13;;UMBULHARJO;KECA
3631;34;71;14;;KOTAGEDE;KECA
3632;35;01;02;;PRINGKUKU;KECA
3633;35;01;03;;PUNUNG;KECA
3634;35;01;04;;PACITAN;KECA
3635;35;01;06;;ARJOSARI;KECA
3636;35;01;07;;NAWANGAN;KECA
3637;35;01;09;;TEGALOMBO;KECA
3638;35;01;10;;TULAKAN;KECA
3639;35;01;12;;SUDIMORO;KECA
3640;35;02;01;;SLAHUNG;KECA
3641;35;02;02;;NGRAYUN;KECA
3642;35;02;03;;BUNGKAL;KECA
3643;35;02;04;;SAMBIT;KECA
3644;35;02;05;;SAWOO;KECA
3645;35;02;06;;SOOKO;KECA
3646;35;02;07;;PULUNG;KECA
3647;35;02;08;;MLARAK;KECA
3648;35;02;10;;SIMAN;KECA
3649;35;02;11;;BALONG;KECA
3650;35;02;12;;KAUMAN;KECA
3651;35;02;13;;BADEGAN;KECA
3652;35;02;14;;SAMPUNG;KECA
3653;35;02;16;;BABADAN;KECA
3654;35;02;17;;PONOROGO;KECA
3655;35;02;18;;JENANGAN;KECA
3656;35;02;19;;NGEBEL;KECA
3657;35;02;20;;JAMBON;KECA
3658;35;02;21;;PUDAK;KECA
3659;35;03;01;;PANGGUL;KECA
3660;35;03;02;;MUNJUNGAN;KECA
3661;35;03;03;;PULE;KECA
3662;35;03;04;;DONGKO;KECA
3663;35;03;06;;KARANGAN;KECA
3664;35;03;07;;KAMPAK;KECA
3665;35;03;08;;WATULIMO;KECA
3666;35;03;09;;BENDUNGAN;KECA
3667;35;03;10;;GANDUSARI;KECA
3668;35;03;11;;TRENGGALEK;KECA
3669;35;03;12;;POGALAN;KECA
3670;35;03;13;;DURENAN;KECA
3671;35;04;01;;TULUNGAGUNG;KECA
3672;35;04;02;;BOYOLANGU;KECA
3673;35;04;03;;KEDUNGWARU;KECA
3674;35;04;04;;NGANTRU;KECA
3675;35;04;06;;PAGERWOJO;KECA
3676;35;04;07;;SENDANG;KECA
3677;35;04;08;;KARANGREJO;KECA
3678;35;04;10;;SUMBERGEMPOL;KECA
3679;35;04;11;;NGUNUT;KECA
3680;35;04;12;;PUCANGLABAN;KECA
3681;35;04;13;;REJOTANGAN;KECA
3682;35;04;14;;KALIDAWIR;KECA
3683;35;04;15;;BESUKI;KECA
3684;35;04;16;;CAMPURDARAT;KECA
3685;35;04;17;;BANDUNG;KECA
3686;35;04;18;;PAKEL;KECA
3687;35;04;19;;TANGGUNGGUNUNG;KECA
3688;35;05;01;;WONODADI;KECA
3689;35;05;02;;UDANAWU;KECA
3690;35;05;03;;SRENGAT;KECA
3691;35;05;04;;KADEMANGAN;KECA
3692;35;05;05;;BAKUNG;KECA
3693;35;05;06;;PONGGOK;KECA
3694;35;05;07;;SANANKULON;KECA
3695;35;05;08;;WONOTIRTO;KECA
3696;35;05;09;;NGLEGOK;KECA
3697;35;05;10;;KANIGORO;KECA
3698;35;05;11;;GARUM;KECA
3699;35;05;12;;SUTOJAYAN;KECA
3700;35;05;13;;PANGGUNGREJO;KECA
3701;35;05;17;;WLINGI;KECA
3702;35;05;18;;DOKO;KECA
3703;35;05;19;;KESAMBEN;KECA
3704;35;05;21;;SELOREJO;KECA
3705;35;05;22;;SELOPURO;KECA
3706;35;06;01;;SEMEN;KECA
3707;35;06;02;;MOJO;KECA
3708;35;06;03;;KRAS;KECA
3709;35;06;04;;NGADILUWIH;KECA
3710;35;06;05;;KANDAT;KECA
3711;35;06;07;;NGANCAR;KECA
3712;35;06;08;;PUNCU;KECA
3713;35;06;09;;PLOSOKLATEN;KECA
3714;35;06;10;;GURAH;KECA
3715;35;06;11;;PAGU;KECA
3716;35;06;12;;GAMPENGREJO;KECA
3717;35;06;14;;PAPAR;KECA
3718;35;06;15;;PURWOASRI;KECA
3719;35;06;16;;PLEMAHAN;KECA
3720;35;06;17;;PARE;KECA
3721;35;06;18;;KEPUNG;KECA
3722;35;06;20;;TAROKAN;KECA
3723;35;06;21;;KUNJANG;KECA
3724;35;06;22;;BANYAKAN;KECA
3725;35;06;23;;RINGINREJO;KECA
3726;35;06;24;;KAYEN KIDUL;KECA
3727;35;06;25;;NGASEM;KECA
3728;35;06;26;;BADAS;KECA
3729;35;07;01;;DONOMULYO;KECA
3730;35;07;02;;PAGAK;KECA
3731;35;07;03;;BANTUR;KECA
3732;35;07;04;;SUMBERMANJING WETAN;KECA
3733;35;07;05;;DAMPIT;KECA
3734;35;07;07;;PONCOKUSUMO;KECA
3735;35;07;08;;WAJAK;KECA
3736;35;07;09;;TUREN;KECA
3737;35;07;10;;GONDANGLEGI;KECA
3738;35;07;11;;KALIPARE;KECA
3739;35;07;12;;SUMBERPUCUNG;KECA
3740;35;07;13;;KEPANJEN;KECA
3741;35;07;14;;BULULAWANG;KECA
3742;35;07;15;;TAJINAN;KECA
3743;35;07;16;;TUMPANG;KECA
3744;35;07;19;;PAKISAJI;KECA
3745;35;07;20;;NGAJUM;KECA
3746;35;07;21;;WAGIR;KECA
3747;35;07;22;;DAU;KECA
3748;35;07;23;;KARANG PLOSO;KECA
3749;35;07;24;;SINGOSARI;KECA
3750;35;07;25;;LAWANG;KECA
3751;35;07;26;;PUJON;KECA
3752;35;07;27;;NGANTANG;KECA
3753;35;07;28;;KASEMBON;KECA
3754;35;07;29;;GEDANGAN;KECA
3755;35;07;30;;TIRTOYUDO;KECA
3756;35;07;31;;KROMENGAN;KECA
3757;35;08;01;;TEMPURSARI;KECA
3758;35;08;02;;PRONOJIWO;KECA
3759;35;08;04;;PASIRIAN;KECA
3760;35;08;05;;TEMPEH;KECA
3761;35;08;06;;KUNIR;KECA
3762;35;08;07;;YOSOWILANGUN;KECA
3763;35;08;08;;ROWOKANGKUNG;KECA
3764;35;08;09;;TEKUNG;KECA
3765;35;08;10;;LUMAJANG;KECA
3766;35;08;11;;PASRUJAMBE;KECA
3767;35;08;12;;SENDURO;KECA
3768;35;08;13;;GUCIALIT;KECA
3769;35;08;14;;PADANG;KECA
3770;35;08;16;;KEDUNGJAJANG;KECA
3771;35;08;18;;RANDUAGUNG;KECA
3772;35;08;19;;KLAKAH;KECA
3773;35;08;20;;RANUYOSO;KECA
3774;35;08;21;;SUMBERSUKO;KECA
3775;35;09;01;;JOMBANG;KECA
3776;35;09;02;;KENCONG;KECA
3777;35;09;03;;SUMBERBARU;KECA
3778;35;09;04;;GUMUKMAS;KECA
3779;35;09;05;;UMBULSARI;KECA
3780;35;09;06;;TANGGUL;KECA
3781;35;09;07;;SEMBORO;KECA
3782;35;09;08;;PUGER;KECA
3783;35;09;09;;BANGSALSARI;KECA
3784;35;09;10;;BALUNG;KECA
3785;35;09;11;;WULUHAN;KECA
3786;35;09;12;;AMBULU;KECA
3787;35;09;13;;RAMBIPUJI;KECA
3788;35;09;15;;SUKORAMBI;KECA
3789;35;09;16;;JENGGAWAH;KECA
3790;35;09;17;;AJUNG;KECA
3791;35;09;18;;TEMPUREJO;KECA
3792;35;09;19;;KALIWATES;KECA
3793;35;09;20;;PATRANG;KECA
3794;35;09;21;;SUMBERSARI;KECA
3795;35;09;22;;ARJASA;KECA
3796;35;09;23;;MUMBULSARI;KECA
3797;35;09;24;;PAKUSARI;KECA
3798;35;09;25;;JELBUK;KECA
3799;35;09;26;;MAYANG;KECA
3800;35;09;27;;KALISAT;KECA
3801;35;09;28;;LEDOKOMBO;KECA
3802;35;09;29;;SUKOWONO;KECA
3803;35;09;30;;SILO;KECA
3804;35;09;31;;SUMBERJAMBE;KECA
3805;35;10;01;;PESANGGARAN;KECA
3806;35;10;02;;BANGOREJO;KECA
3807;35;10;03;;PURWOHARJO;KECA
3808;35;10;04;;TEGALDLIMO;KECA
3809;35;10;05;;MUNCAR;KECA
3810;35;10;06;;CLURING;KECA
3811;35;10;07;;GAMBIRAN;KECA
3812;35;10;08;;SRONO;KECA
3813;35;10;09;;GENTENG;KECA
3814;35;10;10;;GLENMORE;KECA
3815;35;10;11;;KALIBARU;KECA
3816;35;10;12;;SINGOJURUH;KECA
3817;35;10;13;;ROGOJAMPI;KECA
3818;35;10;14;;KABAT;KECA
3819;35;10;15;;GLAGAH;KECA
3820;35;10;16;;BANYUWANGI;KECA
3821;35;10;17;;GIRI;KECA
3822;35;10;18;;WONGSOREJO;KECA
3823;35;10;19;;SONGGON;KECA
3824;35;10;20;;SEMPU;KECA
3825;35;10;21;;KALIPURO;KECA
3826;35;10;22;;SILIRAGUNG;KECA
3827;35;10;23;;TEGALSARI;KECA
3828;35;10;24;;LICIN;KECA
3829;35;10;25;;BLIMBINGSARI;KECA
3830;35;11;01;;MAESAN;KECA
3831;35;11;02;;TAMANAN;KECA
3832;35;11;03;;TLOGOSARI;KECA
3833;35;11;04;;SUKOSARI;KECA
3834;35;11;05;;PUJER;KECA
3835;35;11;06;;GRUJUGAN;KECA
3836;35;11;07;;CURAHDAMI;KECA
3837;35;11;08;;TENGGARANG;KECA
3838;35;11;10;;TAPEN;KECA
3839;35;11;11;;BONDOWOSO;KECA
3840;35;11;12;;WRINGIN;KECA
3841;35;11;13;;TEGALAMPEL;KECA
