ID;KD_PROV;KD_KAB;KD_KEC;KD_DESA;NAMA;STATUS_ADM
1;11;;;;ACEH;PROV
2;12;;;;SUMATERA UTARA;PROV
3;13;;;;SUMATERA BARAT;PROV
4;14;;;;RIAU;PROV
5;15;;;;JAMBI;PROV
6;16;;;;SUMATERA SELATAN;PROV
7;17;;;;BENGKULU;PROV
8;18;;;;LAMPUNG;PROV
9;19;;;;KEPULAUAN  BANGKA BELITUNG;PROV
10;21;;;;KEPULAUAN  RIAU;PROV
11;31;;;;DKI JAKARTA;PROV
12;32;;;;JAWA BARAT;PROV
13;33;;;;JAWA TENGAH;PROV
14;34;;;;DAERAH ISTIMEWA  YOGYAKARTA;PROV
15;35;;;;JAWA TIMUR;PROV
16;36;;;;BANTEN;PROV
17;51;;;;BALI;PROV
18;52;;;;NUSA TENGGARA  BARAT;PROV
19;53;;;;NUSA TENGGARA  TIMUR;PROV
20;61;;;;KALIMANTAN BARAT;PROV
21;62;;;;KALIMANTAN TENGAH;PROV
22;63;;;;KALIMANTAN SELATAN;PROV
23;64;;;;KALIMANTAN TIMUR;PROV
24;65;;;;KALIMANTAN UTARA;PROV
25;71;;;;SULAWESI  UTARA;PROV
26;72;;;;SULAWESI  TENGAH;PROV
27;73;;;;SULAWESI  SELATAN;PROV
28;74;;;;SULAWESI TENGGARA;PROV
29;75;;;;GORONTALO;PROV
30;76;;;;SULAWESI  BARAT;PROV
31;81;;;;MALUKU;PROV
32;82;;;;MALUKU UTARA;PROV
33;91;;;;PAPUA;PROV
34;92;;;;PAPUA BARAT;PROV
35;11;01;;;ACEH SELATAN;KABU
36;11;02;;;ACEH TENGGARA;KABU
37;11;03;;;ACEH TIMUR;KABU
38;11;04;;;ACEH TENGAH;KABU
39;11;05;;;ACEH BARAT;KABU
40;11;06;;;ACEH BESAR;KABU
41;11;07;;;PIDIE;KABU
42;11;08;;;ACEH UTARA;KABU
43;11;09;;;SIMEULUE;KABU
44;11;10;;;ACEH SINGKIL;KABU
45;11;11;;;BIREUEN;KABU
46;11;12;;;ACEH BARAT DAYA;KABU
47;11;13;;;GAYO LUES;KABU
48;11;14;;;ACEH JAYA;KABU
49;11;15;;;NAGAN RAYA;KABU
50;11;16;;;ACEH TAMIANG;KABU
51;11;17;;;BENER MERIAH;KABU
52;11;18;;;PIDIE JAYA;KABU
53;11;71;;;KOTA BANDA ACEH;KABU
54;11;72;;;KOTA SABANG;KABU
55;11;73;;;KOTA LHOKSEUMAWE;KABU
56;11;74;;;KOTA LANGSA;KABU
57;11;75;;;KOTA SUBULUSSALAM;KABU
58;12;01;;;TAPANULI  TENGAH;KABU
59;12;02;;;TAPANULI  UTARA;KABU
60;12;03;;;TAPANULI  SELATAN;KABU
61;12;04;;;NIAS;KABU
62;12;05;;;LANGKAT;KABU
63;12;06;;;KARO;KABU
64;12;07;;;DELI SERDANG;KABU
65;12;08;;;SIMALUNGUN;KABU
66;12;09;;;ASAHAN;KABU
67;12;10;;;LABUHANBATU;KABU
68;12;11;;;DAIRI;KABU
69;12;12;;;TOBA SAMOSIR;KABU
70;12;13;;;MANDAILING NATAL;KABU
71;12;14;;;NIAS SELATAN;KABU
72;12;15;;;PAKPAK BHARAT;KABU
73;12;16;;;HUMBANG  HASUNDUTAN;KABU
74;12;17;;;SAMOSIR;KABU
75;12;18;;;SERDANG  BEDAGAI;KABU
76;12;19;;;BATU BARA;KABU
77;12;20;;;PADANG LAWAS UTARA;KABU
78;12;21;;;PADANG LAWAS;KABU
79;12;22;;;LABUHANBATU SELATAN;KABU
80;12;23;;;LABUHANBATU UTARA;KABU
81;12;24;;;NIAS UTARA;KABU
82;12;25;;;NIAS BARAT;KABU
83;12;71;;;KOTA MEDAN;KABU
84;12;72;;;KOTA PEMATANGSIANTAR;KABU
85;12;73;;;KOTA SIBOLGA;KABU
86;12;74;;;KOTA TANJUNG  BALAI;KABU
87;12;75;;;KOTA BINJAI;KABU
88;12;77;;;KOTA PADANGSIDIMPUAN;KABU
89;12;78;;;KOTA GUNUNGSITOLI;KABU
90;13;01;;;PESISIR SELATAN;KABU
91;13;02;;;SOLOK;KABU
92;13;03;;;SIJUNJUNG;KABU
93;13;04;;;TANAH DATAR;KABU
94;13;05;;;PADANG PARIAMAN;KABU
95;13;06;;;AGAM;KABU
96;13;07;;;LIMA PULUH KOTA;KABU
97;13;08;;;PASAMAN;KABU
98;13;09;;;KEPULAUAN MENTAWAI;KABU
99;13;10;;;DHARMASRAYA;KABU
100;13;11;;;SOLOK SELATAN;KABU
101;13;12;;;PASAMAN BARAT;KABU
102;13;71;;;KOTA PADANG;KABU
103;13;72;;;KOTA SOLOK;KABU
104;13;73;;;KOTA SAWAHLUNTO;KABU
105;13;74;;;KOTA PADANG PANJANG;KABU
106;13;75;;;KOTA BUKITTINGGI;KABU
107;13;76;;;KOTA PAYAKUMBUH;KABU
108;13;77;;;KOTA PARIAMAN;KABU
109;14;01;;;KAMPAR;KABU
110;14;02;;;INDRAGIRI  HULU;KABU
111;14;03;;;BENGKALIS;KABU
112;14;04;;;INDRAGIRI  HILIR;KABU
113;14;05;;;PELALAWAN;KABU
114;14;06;;; ROKAN HULU;KABU
115;14;07;;; ROKAN HILIR;KABU
116;14;08;;;SIAK;KABU
117;14;09;;;KUANTAN SINGINGI;KABU
118;14;10;;;KEPULAUAN MERANTI;KABU
119;14;71;;;KOTA PEKANBARU;KABU
120;14;72;;;KOTA DUMAI;KABU
121;15;01;;;KERINCI;KABU
122;15;02;;;MERANGIN;KABU
123;15;03;;;SAROLANGUN;KABU
124;15;04;;;BATANGHARI;KABU
125;15;05;;;MUAROJAMBI;KABU
126;15;06;;;TANJUNG  JABUNG BARAT;KABU
127;15;07;;;TANJUNG  JABUNG TIMUR;KABU
128;15;08;;;BUNGO;KABU
129;15;09;;;TEBO;KABU
130;15;71;;;KOTA JAMBI;KABU
131;15;72;;;KOTA SUNGAI PENUH;KABU
132;16;01;;;OGAN KOMERING  ULU;KABU
133;16;02;;;OGAN KOMERING  ILIR;KABU
134;16;03;;;MUARA ENIM;KABU
135;16;04;;;LAHAT;KABU
136;16;05;;;MUSI RAWAS;KABU
137;16;06;;;MUSI BANYUASIN;KABU
138;16;07;;;BANYUASIN;KABU
139;16;08;;;OGAN KOMERING  ULU TIMUR;KABU
140;16;09;;;OGAN KOMERING ULU SELATAN;KABU
141;16;10;;;OGAN ILIR;KABU
142;16;11;;;EMPAT LAWANG;KABU
143;16;12;;;PENUKAL ABAB LEMATANG ILIR;KABU
144;16;13;;;MUSI RAWAS UTARA;KABU
145;16;71;;;KOTA PALEMBANG;KABU
146;16;72;;;KOTA PAGAR ALAM;KABU
147;16;73;;;KOTA LUBUK LINGGAU;KABU
148;16;74;;;KOTA PRABUMULIH;KABU
149;17;01;;;BENGKULU  SELATAN;KABU
150;17;02;;;REJANG LEBONG;KABU
151;17;03;;;BENGKULU UTARA;KABU
152;17;04;;;KAUR;KABU
153;17;05;;;SELUMA;KABU
154;17;06;;;MUKO MUKO;KABU
155;17;07;;;LEBONG;KABU
156;17;08;;;KEPAHIANG;KABU
157;17;09;;;BENGKULU  TENGAH;KABU
158;17;71;;;KOTA BENGKULU;KABU
159;18;01;;;LAMPUNG  SELATAN;KABU
160;18;02;;;LAMPUNG  TENGAH;KABU
161;18;03;;;LAMPUNG UTARA;KABU
162;18;04;;;LAMPUNG BARAT;KABU
163;18;05;;;TULANG BAWANG;KABU
164;18;06;;;TANGGAMUS;KABU
165;18;07;;;LAMPUNG  TIMUR;KABU
166;18;08;;;WAY KANAN;KABU
167;18;09;;;PESAWARAN;KABU
168;18;10;;;PRINGSEWU;KABU
169;18;11;;;MESUJI;KABU
170;18;12;;;TULANG BAWANG BARAT;KABU
171;18;13;;;PESISIR BARAT;KABU
172;18;71;;;KOTA BANDAR LAMPUNG;KABU
173;18;72;;;KOTA METRO;KABU
174;19;01;;;BANGKA;KABU
175;19;02;;;BELITUNG;KABU
176;19;03;;;BANGKA SELATAN;KABU
177;19;04;;;BANGKA TENGAH;KABU
178;19;05;;;BANGKA BARAT;KABU
179;19;06;;;BELITUNG TIMUR;KABU
180;19;71;;;KOTA PANGKAL PINANG;KABU
181;21;01;;;BINTAN;KABU
182;21;02;;;KARIMUN;KABU
183;21;03;;;NATUNA;KABU
184;21;04;;;LINGGA;KABU
185;21;05;;;KEPULAUAN ANAMBAS;KABU
186;21;71;;;KOTA BATAM;KABU
187;21;72;;;KOTA TANJUNG  PINANG;KABU
188;31;01;;;ADM. KEP. SERIBU;KABU
189;31;71;;;KOTA ADM. JAKARTA PUSAT;KABU
190;31;72;;;KOTA ADM. JAKARTA UTARA;KABU
191;31;73;;;KOTA ADM. JAKARTA BARAT;KABU
192;31;74;;;KOTA ADM. JAKARTA SELATAN;KABU
193;31;75;;;KOTA ADM. JAKARTA TIMUR;KABU
194;32;01;;;BOGOR;KABU
195;32;02;;;SUKABUMI;KABU
196;32;03;;;CIANJUR;KABU
197;32;04;;;BANDUNG;KABU
198;32;05;;;GARUT;KABU
199;32;06;;;TASIKMALAYA;KABU
200;32;07;;;CIAMIS;KABU
201;32;08;;;KUNINGAN;KABU
202;32;09;;;CIREBON;KABU
203;32;10;;;MAJALENGKA;KABU
204;32;11;;;SUMEDANG;KABU
205;32;12;;;INDRAMAYU;KABU
206;32;13;;;SUBANG;KABU
207;32;14;;;PURWAKARTA;KABU
208;32;15;;;KARAWANG;KABU
209;32;16;;;BEKASI;KABU
210;32;17;;;BANDUNG  BARAT;KABU
211;32;18;;;PANGANDARAN;KABU
212;32;71;;;KOTA BOGOR;KABU
213;32;72;;;KOTA SUKABUMI;KABU
214;32;73;;;KOTA BANDUNG;KABU
215;32;74;;;KOTA CIREBON;KABU
216;32;75;;;KOTA BEKASI;KABU
217;32;76;;;KOTA DEPOK;KABU
218;32;77;;;KOTA CIMAHI;KABU
219;32;78;;;KOTA TASIKMALAYA;KABU
220;32;79;;;KOTA BANJAR;KABU
221;33;01;;;CILACAP;KABU
222;33;02;;;BANYUMAS;KABU
223;33;03;;;PURBALINGGA;KABU
224;33;04;;;BANJARNEGARA;KABU
225;33;05;;;KEBUMEN;KABU
226;33;06;;;PURWOREJO;KABU
227;33;07;;;WONOSOBO;KABU
228;33;08;;;MAGELANG;KABU
229;33;09;;;BOYOLALI;KABU
230;33;10;;;KLATEN;KABU
231;33;11;;;SUKOHARJO;KABU
232;33;12;;;WONOGIRI;KABU
233;33;13;;;KARANGANYAR;KABU
234;33;14;;;SRAGEN;KABU
235;33;15;;;GROBOGAN;KABU
236;33;16;;;BLORA;KABU
237;33;17;;;REMBANG;KABU
238;33;18;;;PATI;KABU
239;33;19;;;KUDUS;KABU
240;33;20;;;JEPARA;KABU
241;33;21;;;DEMAK;KABU
242;33;22;;;SEMARANG;KABU
243;33;23;;;TEMANGGUNG;KABU
244;33;24;;;KENDAL;KABU
245;33;25;;;BATANG;KABU
246;33;26;;;PEKALONGAN;KABU
247;33;27;;;PEMALANG;KABU
248;33;28;;;TEGAL;KABU
249;33;29;;;BREBES;KABU
250;33;71;;;KOTA MAGELANG;KABU
251;33;72;;;KOTA SURAKARTA;KABU
252;33;73;;;KOTA SALATIGA;KABU
253;33;74;;;KOTA SEMARANG;KABU
254;33;75;;;KOTA PEKALONGAN;KABU
255;33;76;;;KOTA TEGAL;KABU
256;34;01;;;KULON PROGO;KABU
257;34;02;;;BANTUL;KABU
258;34;03;;;GUNUNGKIDUL;KABU
259;34;04;;;SLEMAN;KABU
260;34;71;;;KOTA YOGYAKARTA;KABU
261;35;01;;;PACITAN;KABU
262;35;02;;;PONOROGO;KABU
263;35;03;;;TRENGGALEK;KABU
264;35;04;;;TULUNGAGUNG;KABU
265;35;05;;;BLITAR;KABU
266;35;06;;;KEDIRI;KABU
267;35;07;;;MALANG;KABU
268;35;08;;;LUMAJANG;KABU
269;35;09;;;JEMBER;KABU
270;35;10;;;BANYUWANGI;KABU
271;35;11;;;BONDOWOSO;KABU
272;35;12;;;SITUBONDO;KABU
273;35;13;;;PROBOLINGGO;KABU
274;35;14;;;PASURUAN;KABU
275;35;15;;;SIDOARJO;KABU
276;35;16;;;MOJOKERTO;KABU
277;35;17;;;JOMBANG;KABU
278;35;18;;;NGANJUK;KABU
279;35;19;;;MADIUN;KABU
280;35;20;;;MAGETAN;KABU
281;35;21;;;NGAWI;KABU
282;35;22;;;BOJONEGORO;KABU
283;35;23;;;TUBAN;KABU
284;35;24;;;LAMONGAN;KABU
285;35;25;;;GRESIK;KABU
286;35;26;;;BANGKALAN;KABU
287;35;27;;;SAMPANG;KABU
288;35;28;;;PAMEKASAN;KABU
289;35;29;;;SUMENEP;KABU
290;35;71;;;KOTA KEDIRI;KABU
291;35;72;;;KOTA BLITAR;KABU
292;35;73;;;KOTA MALANG;KABU
293;35;74;;;KOTA PROBOLINGGO;KABU
294;35;75;;;KOTA PASURUAN;KABU
295;35;76;;;KOTA MOJOKERTO;KABU
296;35;77;;;KOTA MADIUN;KABU
297;35;78;;;KOTA SURABAYA;KABU
298;35;79;;;KOTA BATU;KABU
299;36;01;;;PANDEGLANG;KABU
300;36;02;;;LEBAK;KABU
301;36;03;;;TANGERANG;KABU
302;36;04;;;SERANG;KABU
303;36;71;;;KOTA TANGERANG;KABU
304;36;72;;;KOTA CILEGON;KABU
305;36;73;;;KOTA SERANG;KABU
306;36;74;;;KOTA TANGERANG SELATAN;KABU
307;51;01;;;JEMBRANA;KABU
308;51;02;;;TABANAN;KABU
309;51;03;;;BADUNG;KABU
310;51;04;;;GIANYAR;KABU
311;51;05;;;KLUNGKUNG;KABU
312;51;06;;;BANGLI;KABU
313;51;07;;;KARANGASEM;KABU
314;51;08;;;BULELENG;KABU
315;51;71;;;KOTA DENPASAR;KABU
316;52;01;;;LOMBOK BARAT;KABU
317;52;02;;;LOMBOK TENGAH;KABU
318;52;03;;;LOMBOK TIMUR;KABU
319;52;04;;;SUMBAWA;KABU
320;52;05;;;DOMPU;KABU
321;52;06;;;BIMA;KABU
322;52;07;;;SUMBAWA BARAT;KABU
323;52;08;;;LOMBOK UTARA;KABU
324;52;71;;;KOTA MATARAM;KABU
325;52;72;;;KOTA BIMA;KABU
326;53;01;;;KUPANG;KABU
327;53;02;;;KAB TIMOR TENGAH SELATAN;KABU
328;53;03;;;TIMOR TENGAH UTARA;KABU
329;53;04;;;BELU;KABU
330;53;05;;;ALOR;KABU
331;53;06;;;FLORES TIMUR;KABU
332;53;07;;;SIKKA;KABU
333;53;08;;;ENDE;KABU
334;53;09;;;NGADA;KABU
335;53;10;;;MANGGARAI;KABU
336;53;11;;;SUMBA TIMUR;KABU
337;53;12;;;SUMBA BARAT;KABU
338;53;13;;;LEMBATA;KABU
339;53;14;;;ROTE NDAO;KABU
340;53;15;;;MANGGARAI BARAT;KABU
341;53;16;;;NAGEKEO;KABU
342;53;17;;;SUMBA TENGAH;KABU
343;53;18;;;SUMBA BARAT DAYA;KABU
344;53;19;;;MANGGARAI  TIMUR;KABU
345;53;20;;;SABU RAIJUA;KABU
346;53;21;;;MALAKA;KABU
347;53;71;;;KOTA KUPANG;KABU
348;61;01;;;SAMBAS;KABU
349;61;02;;;MEMPAWAH;KABU
350;61;03;;;SANGGAU;KABU
351;61;04;;;KETAPANG;KABU
352;61;05;;;SINTANG;KABU
353;61;06;;;KAPUAS HULU;KABU
354;61;07;;;BENGKAYANG;KABU
355;61;08;;;LANDAK;KABU
356;61;09;;;SEKADAU;KABU
357;61;10;;;MELAWI;KABU
358;61;11;;;KAYONG UTARA;KABU
359;61;12;;;KUBU RAYA;KABU
360;61;71;;;KOTA PONTIANAK;KABU
361;61;72;;;KOTA SINGKAWANG;KABU
362;62;01;;;KOTAWARINGIN BARAT;KABU
363;62;02;;;KOTAWARINGIN TIMUR;KABU
364;62;03;;;KAPUAS;KABU
365;62;04;;;BARITO SELATAN;KABU
366;62;05;;;BARITO UTARA;KABU
367;62;06;;;KATINGAN;KABU
368;62;07;;;SERUYAN;KABU
369;62;08;;;SUKAMARA;KABU
370;62;09;;;LAMANDAU;KABU
371;62;10;;;GUNUNG MAS;KABU
372;62;11;;;PULANG PISAU;KABU
373;62;12;;;MURUNG RAYA;KABU
374;62;13;;;BARITO TIMUR;KABU
375;62;71;;;KOTA PALANGKARAYA;KABU
376;63;01;;;TANAH LAUT;KABU
377;63;02;;;KOTABARU;KABU
378;63;03;;;BANJAR;KABU
379;63;04;;;BARITO KUALA;KABU
380;63;05;;;TAPIN;KABU
381;63;06;;;HULU SUNGAI SELATAN;KABU
382;63;07;;;HULU SUNGAI TENGAH;KABU
383;63;08;;;HULU SUNGAI UTARA;KABU
384;63;09;;;TABALONG;KABU
385;63;10;;;TANAH BUMBU;KABU
386;63;11;;;BALANGAN;KABU
387;63;71;;;KOTA BANJARMASIN;KABU
388;63;72;;;KOTA BANJARBARU;KABU
389;64;01;;;PASER;KABU
390;64;02;;;KUTAI KARTANEGARA;KABU
391;64;03;;;BERAU;KABU
392;64;07;;;KUTAI BARAT;KABU
393;64;08;;;KUTAI TIMUR;KABU
394;64;09;;;PENAJAM  PASER UTARA;KABU
395;64;11;;;MAHAKAM  ULU;KABU
396;64;71;;;KOTA BALIKPAPAN;KABU
397;64;72;;;KOTA SAMARINDA;KABU
398;64;74;;;KOTA BONTANG;KABU
399;65;01;;;BULUNGAN;KABU
400;65;02;;;MALINAU;KABU
401;65;03;;;NUNUKAN;KABU
402;65;04;;;TANA TIDUNG;KABU
403;65;71;;;KOTA TARAKAN;KABU
404;71;01;;;BOLAANG  MONGONDOW;KABU
405;71;02;;;MINAHASA;KABU
406;71;03;;;KEPULAUAN  SANGIHE;KABU
407;71;04;;;KEPULAUAN TALAUD;KABU
408;71;05;;;MINAHASA  SELATAN;KABU
409;71;06;;;MINAHASA UTARA;KABU
410;71;07;;;MINAHASA TENGGARA;KABU
411;71;08;;;BOLAANG  MONGONDOW UTARA;KABU
412;71;09;;;KEP. SIAU TAGULANDANG BIARO;KABU
413;71;10;;;BOLAANG MONGONDOW TIMUR;KABU
414;71;11;;;BOLAANG  MONGONDOW SELATAN;KABU
415;71;71;;;KOTA MANADO;KABU
416;71;72;;;KOTA BITUNG;KABU
417;71;73;;;KOTA TOMOHON;KABU
418;71;74;;;KOTA KOTAMOBAGU;KABU
419;72;01;;;BANGGAI;KABU
420;72;02;;;POSO;KABU
421;72;03;;;DONGGALA;KABU
422;72;04;;;TOLI TOLI;KABU
423;72;05;;;BUOL;KABU
424;72;06;;;MOROWALI;KABU
425;72;07;;;BANGGAI KEPULAUAN;KABU
426;72;08;;;PARIGI MOUTONG;KABU
427;72;09;;;TOJO UNA UNA;KABU
428;72;10;;;SIGI;KABU
429;72;11;;;BANGGAI LAUT;KABU
430;72;12;;;MOROWALI  UTARA;KABU
431;72;71;;;KOTA PALU;KABU
432;73;01;;;KEPULAUAN  SELAYAR;KABU
433;73;02;;;BULUKUMBA;KABU
434;73;03;;;BANTAENG;KABU
435;73;04;;;JENEPONTO;KABU
436;73;05;;;TAKALAR;KABU
437;73;06;;;GOWA;KABU
438;73;07;;;SINJAI;KABU
439;73;08;;;BONE;KABU
440;73;09;;;MAROS;KABU
441;73;10;;;PANGKAJENE KEPULAUAN;KABU
442;73;11;;;BARRU;KABU
443;73;12;;;SOPPENG;KABU
444;73;13;;;WAJO;KABU
445;73;14;;;SIDENRENG  RAPPANG;KABU
446;73;15;;;PINRANG;KABU
447;73;16;;;ENREKANG;KABU
448;73;17;;;LUWU;KABU
449;73;18;;;TANA TORAJA;KABU
450;73;22;;;LUWU UTARA;KABU
451;73;24;;;LUWU TIMUR;KABU
452;73;26;;;TORAJA UTARA;KABU
453;73;71;;;KOTA MAKASSAR;KABU
454;73;72;;;KOTA PARE PARE;KABU
455;73;73;;;KOTA PALOPO;KABU
456;74;01;;;KOLAKA;KABU
457;74;02;;;KONAWE;KABU
458;74;03;;;MUNA;KABU
459;74;04;;;BUTON;KABU
460;74;05;;;KONAWE SELATAN;KABU
461;74;06;;;BOMBANA;KABU
462;74;07;;;WAKATOBI;KABU
463;74;08;;;KOLAKA UTARA;KABU
464;74;09;;;KONAWE UTARA;KABU
465;74;10;;;BUTON UTARA;KABU
466;74;11;;;KOLAKA TIMUR;KABU
467;74;12;;;KONAWE KEPULAUAN;KABU
468;74;13;;;MUNA BARAT;KABU
469;74;14;;;BUTON TENGAH;KABU
470;74;15;;;BUTON SELATAN;KABU
471;74;71;;;KOTA KENDARI;KABU
472;74;72;;;KOTA BAU BAU;KABU
473;75;01;;;GORONTALO;KABU
474;75;02;;;BOALEMO;KABU
475;75;03;;;BONE BOLANGO;KABU
476;75;04;;;PAHUWATO;KABU
477;75;05;;;GORONTALO UTARA;KABU
478;75;71;;;KOTA GORONTALO;KABU
479;76;01;;;MAMUJU UTARA;KABU
480;76;02;;;MAMUJU;KABU
481;76;03;;;MAMASA;KABU
482;76;04;;;POLEWALI  MANDAR;KABU
483;76;05;;;MAJENE;KABU
484;76;06;;;MAMUJU TENGAH;KABU
485;81;01;;;MALUKU TENGAH;KABU
486;81;02;;;MALUKU TENGGARA;KABU
487;81;03;;;MALUKU TENGGARA BARAT;KABU
488;81;04;;;BURU;KABU
489;81;05;;;SERAM BAGIAN TIMUR;KABU
490;81;06;;;SERAM BAGIAN BARAT;KABU
491;81;07;;;KEPULAUAN  ARU;KABU
492;81;08;;;MALUKU BARAT DAYA;KABU
493;81;09;;;BURU SELATAN;KABU
494;81;71;;;KOTA AMBON;KABU
495;81;72;;;KOTA TUAL;KABU
496;82;01;;;HALMAHERA BARAT;KABU
497;82;02;;;HALMAHERA TENGAH;KABU
498;82;03;;;HALMAHERA UTARA;KABU
499;82;04;;;HALMAHERA SELATAN;KABU
500;82;05;;;KEPULAUAN SULA;KABU
501;82;06;;;HALMAHERA TIMUR;KABU
502;82;07;;;PULAU MOROTAI;KABU
503;82;08;;;PULAU TALIABU;KABU
504;82;71;;;KOTA TERNATE;KABU
505;82;72;;;KOTA TIDORE KEPULAUAN;KABU
506;91;01;;;MERAUKE;KABU
507;91;02;;;JAYAWIJAYA;KABU
508;91;03;;;JAYAPURA;KABU
509;91;04;;;NABIRE;KABU
510;91;05;;;KEPULAUAN  YAPEN;KABU
511;91;06;;;BIAK NUMFOR;KABU
512;91;07;;;PUNCAK JAYA;KABU
513;91;08;;;PANIAI;KABU
514;91;09;;;MIMIKA;KABU
515;91;10;;;SARMI;KABU
516;91;11;;;KEEROM;KABU
517;91;12;;;KAB PEGUNUNGAN BINTANG;KABU
518;91;13;;;YAHUKIMO;KABU
519;91;14;;;TOLIKARA;KABU
520;91;15;;;WAROPEN;KABU
521;91;16;;;BOVEN DIGOEL;KABU
522;91;17;;;MAPPI;KABU
523;91;18;;;ASMAT;KABU
524;91;19;;;SUPIORI;KABU
525;91;20;;;MAMBERAMO RAYA;KABU
526;91;21;;;MAMBERAMO TENGAH;KABU
527;91;22;;;YALIMO;KABU
528;91;23;;;LANNY JAYA;KABU
529;91;24;;;NDUGA;KABU
530;91;25;;;PUNCAK;KABU
531;91;26;;;DOGIYAI;KABU
532;91;27;;;INTAN JAYA;KABU
533;91;28;;;DEIYAI;KABU
534;91;71;;;KOTA JAYAPURA;KABU
535;92;01;;;SORONG;KABU
536;92;02;;;MANOKWARI;KABU
537;92;03;;;FAK FAK;KABU
538;92;04;;;SORONG SELATAN;KABU
539;92;05;;;RAJA AMPAT;KABU
540;92;06;;;TELUK BINTUNI;KABU
541;92;07;;;TELUK WONDAMA;KABU
542;92;08;;;KAIMANA;KABU
543;92;09;;;TAMBRAUW;KABU
544;92;10;;;MAYBRAT;KABU
545;92;11;;;MANOKWARI SELATAN;KABU
546;92;12;;;PEGUNUNGAN ARFAK;KABU
547;92;71;;;KOTA SORONG;KABU
548;11;01;01;;BAKONGAN;KECA
549;11;01;02;;KLUET UTARA;KECA
550;11;01;03;;KLUET SELATAN;KECA
551;11;01;04;;LABUHAN HAJI;KECA
552;11;01;05;;MEUKEK;KECA
553;11;01;06;;SAMADUA;KECA
554;11;01;07;;SAWANG;KECA
555;11;01;08;;TAPAKTUAN;KECA
556;11;01;09;;TRUMON;KECA
557;11;01;10;;PASI RAJA;KECA
558;11;01;11;;LABUHAN HAJI TIMUR;KECA
559;11;01;12;;LABUHAN HAJI BARAT;KECA
560;11;01;13;;KLUET TENGAH;KECA
561;11;01;14;;KLUET TIMUR;KECA
562;11;01;15;;BAKONGAN  TIMUR;KECA
563;11;01;16;;TRUMON TIMUR;KECA
564;11;01;17;;KOTA BAHAGIA;KECA
565;11;01;18;;TRUMON TENGAH;KECA
566;11;02;01;;LAWE ALAS;KECA
567;11;02;02;;LAWE SIGALA-GALA;KECA
568;11;02;03;;BAMBEL;KECA
569;11;02;04;;BABUSSALAM;KECA
570;11;02;05;;BADAR;KECA
571;11;02;06;;BABUL MAKMUR;KECA
572;11;02;07;;DARUL HASANAH;KECA
573;11;02;08;;LAWE BULAN;KECA
574;11;02;09;;BUKIT TUSAM;KECA
575;11;02;10;;SEMADAM;KECA
576;11;02;11;;BABUL RAHMAH;KECA
577;11;02;12;;KETAMBE;KECA
578;11;02;13;;DELENG POKHKISEN;KECA
579;11;02;14;;LAWE SUMUR;KECA
580;11;02;15;;TANOH ALAS;KECA
581;11;02;16;;LEUSER;KECA
582;11;03;01;;DARUL AMAN;KECA
583;11;03;02;;JULOK;KECA
584;11;03;03;;IDI RAYEUK;KECA
585;11;03;04;;BIREM BAYEUN;KECA
586;11;03;05;;SERBAJADI;KECA
587;11;03;06;;NURUSSALAM;KECA
588;11;03;07;;PEUREULAK;KECA
589;11;03;08;;RANTAU SELAMAT;KECA
590;11;03;09;;SIMPANG ULIM;KECA
591;11;03;10;;RANTAU PEUREULAK;KECA
592;11;03;11;;PANTE BIDARI;KECA
593;11;03;12;;MADAT;KECA
594;11;03;13;;INDRA MAKMU;KECA
595;11;03;14;;IDI TUNONG;KECA
596;11;03;15;;BANDA ALAM;KECA
597;11;03;16;;PEUDAWA;KECA
598;11;03;17;;PEUREULAK  TIMUR;KECA
599;11;03;18;;PEUREULAK BARAT;KECA
600;11;03;19;;SUNGAI RAYA;KECA
601;11;03;20;;SIMPANG JERNIH;KECA
602;11;03;21;;DARUL IHSAN;KECA
603;11;03;22;;DARUL FALAH;KECA
604;11;03;23;;IDI TIMUR;KECA
605;11;03;24;;PEUNARON;KECA
606;11;04;01;;LINGE;KECA
607;11;04;02;;SILIH NARA;KECA
608;11;04;03;;BEBESEN;KECA
609;11;04;07;;PEGASING;KECA
610;11;04;08;;BINTANG;KECA
611;11;04;10;;KETOL;KECA
612;11;04;11;;KEBAYAKAN;KECA
613;11;04;12;;KUTE PANANG;KECA
614;11;04;13;;CELALA;KECA
615;11;04;17;;LAUT TAWAR;KECA
616;11;04;18;;ATU LINTANG;KECA
617;11;04;19;;JAGONG JEGET;KECA
618;11;04;20;;BIES;KECA
619;11;04;21;;RUSIP ANTARA;KECA
620;11;05;01;;JOHAN PAHWALAN;KECA
621;11;05;02;;KAWAY XVI;KECA
622;11;05;03;;SUNGAI MAS;KECA
623;11;05;04;;WOYLA;KECA
624;11;05;05;;SAMATIGA;KECA
625;11;05;06;;BUBON;KECA
626;11;05;07;;ARONGAN LAMBALEK;KECA
627;11;05;08;;PANTE CEUREUMEN;KECA
628;11;05;09;;MEUREUBO;KECA
629;11;05;10;;WOYLA BARAT;KECA
630;11;05;11;;WOYLA TIMUR;KECA
631;11;05;12;;PANTON REU;KECA
632;11;06;01;;LHOONG;KECA
633;11;06;02;;LHOKNGA;KECA
634;11;06;03;;INDRAPURI;KECA
635;11;06;04;;SEULIMEUM;KECA
636;11;06;05;;MONTASIK;KECA
637;11;06;06;;SUKAMAKMUR;KECA
